;dengue;year;month;rain;temp;hum;time;denguel0;denguel1;denguel2;denguel3;denguel4;denguel5;denguel6;denguel7;denguel8;denguel9;denguel10;denguel11;denguel12;denguel13;denguel14;denguel15;denguel16;denguel17;denguel18;denguel19;denguel20;denguel21;denguel22;denguel23;denguel24;denguel25;denguel26;denguel27;denguel28;denguel29;denguel30;denguel31;denguel32;denguel33;denguel34;denguel35;denguel36;denguel37;denguel38;denguel39;denguel40;denguel41;denguel42;denguel43;denguel44;denguel45;denguel46;denguel47;denguel48;denguel49;denguel50;denguel51;denguel52;denguel53;denguel54;denguel55;denguel56;denguel57;denguel58;denguel59;denguel60;dengue_ma1323;dengue_ma2535;dengue_ma3747;dengue_ma4959;dengue_ma0211;dengue_ma0223;dengue_ma0235;dengue_ma0247;dengue_ma0259;dengue_ma0212;dengue_ma0224;dengue_ma0236;dengue_ma0248;dengue_ma0260;dengue_ma0213;dengue_ma0225;dengue_ma0237;dengue_ma0249;dengue_ma2324;dengue_ma2425;dengue_ma2335;dengue_ma2435;dengue_ma2337;dengue_ma2437;dengue_ma1136;dengue_ma2348;dengue_ma1248;dengue_ma2448;dengue_ma1348;dengue_ma2548;dengue_ma1148;templ0;templ1;templ2;templ3;templ4;rainl0;rainl1;rainl2;rainl3;rainl4;huml0;huml1;huml2;huml3;huml4;census;figures;irA;irAl0;irAl1;irAl2;irAl3;irAl4;irAl5;irAl6;irAl7;irAl8;irAl9;irAl10;irAl11;irAl12;irAl13;irAl14;irAl15;irAl16;irAl17;irAl18;irAl19;irAl20;irAl21;irAl22;irAl23;irAl24;irAl25;irAl26;irAl27;irAl28;irAl29;irAl30;irAl31;irAl32;irAl33;irAl34;irAl35;irAl36;irAl37;irAl38;irAl39;irAl40;irAl41;irAl42;irAl43;irAl44;irAl45;irAl46;irAl47;irAl48;irAl49;irAl50;irAl51;irAl52;irAl53;irAl54;irAl55;irAl56;irAl57;irAl58;irAl59;irAl60;irB;irBl0;irBl1;irBl2;irBl3;irBl4;irBl5;irBl6;irBl7;irBl8;irBl9;irBl10;irBl11;irBl12;irBl13;irBl14;irBl15;irBl16;irBl17;irBl18;irBl19;irBl20;irBl21;irBl22;irBl23;irBl24;irBl25;irBl26;irBl27;irBl28;irBl29;irBl30;irBl31;irBl32;irBl33;irBl34;irBl35;irBl36;irBl37;irBl38;irBl39;irBl40;irBl41;irBl42;irBl43;irBl44;irBl45;irBl46;irBl47;irBl48;irBl49;irBl50;irBl51;irBl52;irBl53;irBl54;irBl55;irBl56;irBl57;irBl58;irBl59;irBl60
119;92;2010;11;240;27,5;82;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;34;657;708;754;972;1272;1953;2680;3451;4434;1296;1972;2697;3462;4468;1319;1988;2712;3476;68;35;57;27;64;34;1481;1558;2190;1509;2166;1490;2246;27,5;27,2;27,2;27,2;26,9;240;157;401;155;35;-0,20435051;-0,552314824;-3,091319571;-3,508429922;1,054642606;388694;394804;23,67;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;23,3;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87
120;119;2010;12;512;28,2;85;120;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;101;632;719;759;882;1306;1994;2762;3529;4423;1362;2043;2770;3541;4524;1386;2062;2787;3552;134;68;181;145;102;66;1534;1632;2235;1547;2179;1498;2305;28,2;27,5;27,2;27,2;27,2;512;240;157;401;155;0,895930666;-0,20435051;-0,552314824;-3,091319571;-3,508429922;388627;388627;30,62;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;25,72;30,62;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46;23,21
121;104;2011;1;401;26,4;84;121;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;172;603;672;687;722;1328;2001;2758;3541;4343;1398;2086;2854;3621;4515;1454;2135;2862;3633;152;134;162;180;75;93;1621;1687;2293;1620;2223;1535;2388;26,4;28,2;27,5;27,2;27,2;401;512;240;157;401;-1,876020091;0,895930666;-0,20435051;-0,552314824;-3,091319571;388560;388788;26,77;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;43,81;26,75;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69;39,46
122;73;2011;2;323;26,5;83;122;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;230;606;662;684;572;1352;2053;2782;3561;4232;1447;2120;2877;3660;4462;1517;2205;2973;3740;121;152;135;148;150;163;1687;1661;2308;1607;2213;1540;2470;26,5;26,4;28,2;27,5;27,2;323;401;512;240;157;-1,680504916;-1,876020091;0,895930666;-0,20435051;-0,552314824;388492;388948;18,79;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;58,59;18,77;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5;52,69
123;102;2011;3;335;26,9;85;123;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;247;647;648;650;424;1294;2103;2805;3536;4089;1456;2157;2886;3665;4336;1551;2224;2981;3764;150;121;235;193;191;149;1744;1658;2371;1562;2209;1508;2523;26,9;26,5;26,4;28,2;27,5;335;323;401;512;240;0,470853534;-1,680504916;-1,876020091;0,895930666;-0,20435051;388425;389109;26,26;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;62,94;26,21;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39;56,5
124;61;2011;4;265;26,7;84;124;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;63;713;563;632;490;1215;2080;2739;3510;4099;1367;2176;2878;3609;4162;1529;2230;2959;3738;150;150;186;228;135;177;1825;1583;2394;1529;2242;1433;2556;26,7;26,9;26,5;26,4;28,2;265;335;323;401;512;0,240212278;0,470853534;-1,680504916;-1,876020091;0,895930666;388358;389269;15,71;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;16,06;15,67;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07;14,39
125;40;2011;5;177;26,9;82;125;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;31;811;527;635;558;1155;2128;2709;3476;4170;1317;2182;2841;3612;4201;1469;2278;2980;3711;118;150;125;115;203;193;1894;1548;2457;1484;2295;1430;2665;26,9;26,7;26,9;26,5;26,4;177;265;335;323;401;-0,346396005;0,240212278;0,470853534;-1,680504916;-1,876020091;388290;389430;10,3;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;7,9;10,27;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42;7,07
126;27;2011;6;0;26;76;126;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;37;909;520;693;657;1008;2125;2709;3463;4194;1216;2189;2770;3537;4231;1378;2243;2902;3673;155;118;143;116;223;196;1922;1503;2529;1412;2321;1348;2689;26;26,9;26,7;26,9;26,5;0;177;265;335;323;0,814569358;-0,346396005;0,240212278;0,470853534;-1,680504916;388223;389590;6,95;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;9,43;6,93;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05;8,42
127;13;2011;7;0;26,1;74;127;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;31;1026;532;694;700;888;2074;2697;3443;4203;1048;2165;2749;3503;4234;1256;2229;2810;3577;147;155;74;109;117;152;1997;1485;2615;1429;2455;1338;2751;26,1;26;26,9;26,7;26,9;0;0;177;265;335;-1,146520836;0,814569358;-0,346396005;0,240212278;0,470853534;388155;389751;3,35;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;7,9;3,34;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04;7,05
128;14;2011;8;0;25,6;71;128;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;31;1130;605;711;729;779;2045;2706;3435;4199;915;2101;2724;3470;4230;1075;2192;2776;3530;74;147;28;66;70;108;2016;1443;2691;1425;2555;1369;2762;25,6;26,1;26;26,9;26,7;0;0;0;177;265;-4,243817975;-1,146520836;0,814569358;-0,346396005;0,240212278;388088;389912;3,61;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;7,91;3,59;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4;7,04
129;1;2011;9;1;26,6;72;129;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;15;1248;651;714;749;721;2040;2709;3433;4197;792;2058;2719;3448;4212;928;2114;2737;3483;41;74;39;34;41;36;2088;1431;2727;1408;2656;1390;2817;26,6;25,6;26,1;26;26,9;1;0;0;0;177;-2,959482949;-4,243817975;-1,146520836;0,814569358;-0,346396005;388021;390072;0,26;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;3,83;0,26;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17;3,4
130;8;2011;10;19;27,9;71;130;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;14;1296;653;709;750;645;2031;2707;3432;4197;735;2054;2723;3447;4211;806;2072;2733;3462;47;41;43;42;34;33;2170;1440;2802;1416;2712;1393;2894;27,9;26,6;25,6;26,1;26;19;1;0;0;0;-2,827138045;-2,959482949;-4,243817975;-1,146520836;0,814569358;387953;390233;2,06;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;3,57;2,05;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49;3,17
131;9;2011;11;371;27,2;83;131;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;11;1362;657;708;754;554;2008;2689;3416;4187;646;2032;2708;3433;4198;736;2055;2724;3448;80;47;105;73;72;40;2273;1481;2879;1425;2787;1401;2998;27,2;27,9;26,6;25,6;26,1;371;19;1;0;0;-1,65346369;-2,827138045;-2,959482949;-4,243817975;-1,146520836;387886;390393;2,32;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,81;2,31;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71;2,49
132;8;2011;12;389;27,2;84;132;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;12;1398;632;719;759;443;1960;2648;3416;4183;562;2016;2697;3424;4195;654;2040;2716;3441;126;80;155;141;89;75;2358;1534;2981;1464;2862;1408;3085;27,2;27,2;27,9;26,6;25,6;389;371;19;1;0;-0,915192624;-1,65346369;-2,827138045;-2,959482949;-4,243817975;387819;390554;2,06;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;3,06;2,05;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03;2,71
133;16;2012;1;295;26;83;133;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;80;1447;603;672;687;348;1899;2572;3329;4112;452;1969;2657;3425;4192;571;2025;2706;3433;165;126;162;137;144;119;2382;1621;3077;1526;2973;1456;3150;26;27,2;27,2;27,9;26,6;295;389;371;19;1;-1,514552302;-0,915192624;-1,65346369;-2,827138045;-2,959482949;387751;390842;4,13;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;20,42;4,09;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27;18,03
134;39;2012;2;388;26;83;134;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;99;1456;606;662;684;283;1812;2513;3242;4021;356;1907;2580;3337;4120;460;1977;2665;3433;257;165;216;149;247;180;2399;1687;3054;1525;2981;1430;3156;26;26;27,2;27,2;27,9;388;295;389;371;19;-2,850770131;-1,514552302;-0,915192624;-1,65346369;-2,827138045;387684;391130;10,06;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;25,27;9,97;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98;22,27
